label,value
"Fri Jun 18 12:28:41 -0400 2010","1"
"Fri Jun 18 12:23:58 -0400 2010","1"
"Fri Jun 18 12:42:51 -0400 2010","1"
"Fri Jun 18 12:38:08 -0400 2010","1"
"Fri Jun 18 12:52:17 -0400 2010","1"
"Fri Jun 18 12:19:17 -0400 2010","1"
"Fri Jun 18 13:44:11 -0400 2010","1"
"Fri Jun 18 12:14:34 -0400 2010","1"
"Fri Jun 18 12:42:52 -0400 2010","1"
"Fri Jun 18 12:28:43 -0400 2010","1"
"Fri Jun 18 12:42:53 -0400 2010","2"
"Fri Jun 18 12:33:27 -0400 2010","1"
"Fri Jun 18 12:52:19 -0400 2010","1"
"Fri Jun 18 12:47:37 -0400 2010","1"
"Fri Jun 18 12:42:54 -0400 2010","1"
"Fri Jun 18 13:30:04 -0400 2010","1"
"Fri Jun 18 13:20:38 -0400 2010","1"
"Fri Jun 18 12:09:54 -0400 2010","1"
"Fri Jun 18 13:11:14 -0400 2010","1"
"Fri Jun 18 13:01:48 -0400 2010","1"
"Fri Jun 18 13:30:06 -0400 2010","1"
"Fri Jun 18 13:20:40 -0400 2010","2"
"Fri Jun 18 13:06:32 -0400 2010","1"
"Fri Jun 18 13:06:33 -0400 2010","1"
"Fri Jun 18 13:44:17 -0400 2010","1"
"Fri Jun 18 13:11:16 -0400 2010","1"
"Fri Jun 18 12:33:32 -0400 2010","1"
"Fri Jun 18 12:19:24 -0400 2010","1"
"Fri Jun 18 13:06:34 -0400 2010","3"
"Fri Jun 18 13:01:51 -0400 2010","1"
"Fri Jun 18 12:52:25 -0400 2010","1"
"Fri Jun 18 12:43:00 -0400 2010","1"
"Fri Jun 18 13:01:52 -0400 2010","1"
"Fri Jun 18 13:44:20 -0400 2010","1"
"Fri Jun 18 12:05:17 -0400 2010","2"
"Fri Jun 18 13:30:11 -0400 2010","1"
"Fri Jun 18 12:47:45 -0400 2010","1"
"Fri Jun 18 13:44:21 -0400 2010","1"
"Fri Jun 18 13:30:13 -0400 2010","1"
"Fri Jun 18 12:28:54 -0400 2010","1"
"Fri Jun 18 12:52:29 -0400 2010","1"
"Fri Jun 18 13:20:47 -0400 2010","2"
"Fri Jun 18 13:44:23 -0400 2010","1"
"Fri Jun 18 12:10:03 -0400 2010","1"
"Fri Jun 18 13:01:56 -0400 2010","1"
"Fri Jun 18 12:28:55 -0400 2010","1"
"Fri Jun 18 12:19:29 -0400 2010","1"
"Fri Jun 18 13:01:57 -0400 2010","1"
"Fri Jun 18 12:28:56 -0400 2010","1"
"Fri Jun 18 11:55:56 -0400 2010","2"
"Fri Jun 18 12:52:32 -0400 2010","1"
"Fri Jun 18 13:20:50 -0400 2010","1"
"Fri Jun 18 13:39:43 -0400 2010","2"
"Fri Jun 18 12:10:06 -0400 2010","1"
"Fri Jun 18 13:01:59 -0400 2010","1"
"Fri Jun 18 12:00:40 -0400 2010","1"
"Fri Jun 18 12:28:58 -0400 2010","2"
"Fri Jun 18 12:52:33 -0400 2010","1"
"Fri Jun 18 13:39:44 -0400 2010","1"
"Fri Jun 18 12:33:42 -0400 2010","1"
"Fri Jun 18 13:02:00 -0400 2010","1"
"Fri Jun 18 12:00:41 -0400 2010","1"
"Fri Jun 18 12:28:59 -0400 2010","5"
"Fri Jun 18 13:44:28 -0400 2010","1"
"Fri Jun 18 12:10:08 -0400 2010","1"
"Fri Jun 18 12:52:35 -0400 2010","1"
"Fri Jun 18 12:19:34 -0400 2010","1"
"Fri Jun 18 12:10:09 -0400 2010","1"
"Fri Jun 18 13:06:45 -0400 2010","1"
"Fri Jun 18 12:05:26 -0400 2010","1"
"Fri Jun 18 13:02:02 -0400 2010","1"
"Fri Jun 18 13:44:30 -0400 2010","1"
"Fri Jun 18 12:14:53 -0400 2010","1"
"Fri Jun 18 13:02:03 -0400 2010","1"
"Fri Jun 18 11:56:01 -0400 2010","1"
"Fri Jun 18 12:14:54 -0400 2010","1"
"Fri Jun 18 13:30:23 -0400 2010","1"
"Fri Jun 18 11:51:20 -0400 2010","1"
"Fri Jun 18 12:14:56 -0400 2010","1"
"Fri Jun 18 13:11:32 -0400 2010","1"
"Fri Jun 18 13:39:50 -0400 2010","1"
"Fri Jun 18 13:02:06 -0400 2010","1"
"Fri Jun 18 12:00:47 -0400 2010","1"
"Fri Jun 18 12:24:22 -0400 2010","1"
"Fri Jun 18 12:43:15 -0400 2010","1"
"Fri Jun 18 13:06:50 -0400 2010","1"
"Fri Jun 18 12:52:41 -0400 2010","1"
"Fri Jun 18 12:05:32 -0400 2010","1"
"Fri Jun 18 12:47:59 -0400 2010","1"
"Fri Jun 18 12:38:34 -0400 2010","1"
"Fri Jun 18 12:33:51 -0400 2010","1"
"Fri Jun 18 13:02:09 -0400 2010","2"
"Fri Jun 18 12:57:26 -0400 2010","1"
"Fri Jun 18 12:24:27 -0400 2010","1"
"Fri Jun 18 12:38:36 -0400 2010","1"
"Fri Jun 18 12:57:28 -0400 2010","1"
"Fri Jun 18 13:44:38 -0400 2010","1"
"Fri Jun 18 11:46:43 -0400 2010","1"
"Fri Jun 18 13:35:13 -0400 2010","1"
"Fri Jun 18 12:00:53 -0400 2010","1"
"Fri Jun 18 12:29:11 -0400 2010","1"
"Fri Jun 18 11:56:10 -0400 2010","1"
"Fri Jun 18 12:52:46 -0400 2010","1"
"Fri Jun 18 13:25:48 -0400 2010","1"
"Fri Jun 18 13:16:23 -0400 2010","1"
"Fri Jun 18 13:35:15 -0400 2010","1"
"Fri Jun 18 12:24:30 -0400 2010","1"
"Fri Jun 18 12:52:48 -0400 2010","1"
"Fri Jun 18 12:43:23 -0400 2010","1"
"Fri Jun 18 12:33:57 -0400 2010","1"
"Fri Jun 18 12:57:32 -0400 2010","1"
"Fri Jun 18 13:21:07 -0400 2010","1"
"Fri Jun 18 12:43:24 -0400 2010","1"
"Fri Jun 18 12:33:58 -0400 2010","1"
"Fri Jun 18 13:02:16 -0400 2010","1"
"Fri Jun 18 12:48:07 -0400 2010","1"
"Fri Jun 18 13:16:25 -0400 2010","1"
"Fri Jun 18 13:40:01 -0400 2010","1"
"Fri Jun 18 12:10:24 -0400 2010","1"
"Fri Jun 18 12:00:58 -0400 2010","1"
"Fri Jun 18 12:19:50 -0400 2010","1"
"Fri Jun 18 12:10:25 -0400 2010","1"
"Fri Jun 18 12:38:43 -0400 2010","1"
"Fri Jun 18 12:52:52 -0400 2010","1"
"Fri Jun 18 11:51:33 -0400 2010","1"
"Fri Jun 18 11:46:50 -0400 2010","1"
"Fri Jun 18 12:57:36 -0400 2010","1"
"Fri Jun 18 12:24:35 -0400 2010","1"
"Fri Jun 18 13:11:46 -0400 2010","1"
"Fri Jun 18 12:34:02 -0400 2010","1"
"Fri Jun 18 12:29:19 -0400 2010","1"
"Fri Jun 18 12:19:53 -0400 2010","1"
"Fri Jun 18 12:48:11 -0400 2010","1"
"Fri Jun 18 13:44:47 -0400 2010","1"
"Fri Jun 18 13:25:56 -0400 2010","2"
"Fri Jun 18 13:21:13 -0400 2010","1"
"Fri Jun 18 12:38:47 -0400 2010","1"
"Fri Jun 18 12:05:46 -0400 2010","1"
"Fri Jun 18 13:30:40 -0400 2010","1"
"Fri Jun 18 12:57:39 -0400 2010","1"
"Fri Jun 18 12:48:13 -0400 2010","2"
"Fri Jun 18 12:15:12 -0400 2010","1"
"Fri Jun 18 13:40:07 -0400 2010","2"
"Fri Jun 18 12:48:14 -0400 2010","1"
"Fri Jun 18 13:25:59 -0400 2010","1"
"Fri Jun 18 13:40:08 -0400 2010","1"
"Fri Jun 18 13:02:24 -0400 2010","1"
"Fri Jun 18 13:30:42 -0400 2010","1"
"Fri Jun 18 12:48:15 -0400 2010","1"
"Fri Jun 18 13:21:17 -0400 2010","1"
"Fri Jun 18 12:48:16 -0400 2010","1"
"Fri Jun 18 13:44:52 -0400 2010","1"
"Fri Jun 18 13:16:35 -0400 2010","1"
"Fri Jun 18 13:07:10 -0400 2010","1"
"Fri Jun 18 13:30:45 -0400 2010","1"
"Fri Jun 18 12:29:26 -0400 2010","1"
"Fri Jun 18 12:01:09 -0400 2010","1"
"Fri Jun 18 12:29:27 -0400 2010","1"
"Fri Jun 18 11:56:26 -0400 2010","1"
"Fri Jun 18 13:44:55 -0400 2010","1"
"Fri Jun 18 13:35:30 -0400 2010","1"
"Fri Jun 18 13:02:29 -0400 2010","2"
"Fri Jun 18 13:30:47 -0400 2010","2"
"Fri Jun 18 13:44:56 -0400 2010","1"
"Fri Jun 18 12:38:55 -0400 2010","1"
"Fri Jun 18 12:24:46 -0400 2010","1"
"Fri Jun 18 12:53:04 -0400 2010","1"
"Fri Jun 18 11:51:45 -0400 2010","1"
"Fri Jun 18 12:20:03 -0400 2010","1"
"Fri Jun 18 13:30:49 -0400 2010","1"
"Fri Jun 18 12:53:05 -0400 2010","1"
"Fri Jun 18 11:47:03 -0400 2010","2"
"Fri Jun 18 12:10:39 -0400 2010","2"
"Fri Jun 18 13:07:15 -0400 2010","1"
"Fri Jun 18 12:53:06 -0400 2010","2"
"Fri Jun 18 13:21:24 -0400 2010","1"
"Fri Jun 18 11:47:04 -0400 2010","1"
"Fri Jun 18 13:07:16 -0400 2010","1"
"Fri Jun 18 13:02:33 -0400 2010","1"
"Fri Jun 18 13:16:42 -0400 2010","1"
"Fri Jun 18 11:47:05 -0400 2010","1"
"Fri Jun 18 12:10:41 -0400 2010","1"
"Fri Jun 18 12:53:08 -0400 2010","1"
"Fri Jun 18 12:20:07 -0400 2010","1"
"Fri Jun 18 11:56:33 -0400 2010","1"
"Fri Jun 18 12:34:17 -0400 2010","1"
"Fri Jun 18 12:24:51 -0400 2010","1"
"Fri Jun 18 11:51:50 -0400 2010","1"
"Fri Jun 18 13:02:36 -0400 2010","1"
"Fri Jun 18 11:56:34 -0400 2010","1"
"Fri Jun 18 12:24:52 -0400 2010","1"
"Fri Jun 18 13:40:20 -0400 2010","1"
"Fri Jun 18 13:21:29 -0400 2010","1"
"Fri Jun 18 13:12:03 -0400 2010","1"
"Fri Jun 18 12:10:44 -0400 2010","1"
"Fri Jun 18 13:21:30 -0400 2010","1"
"Fri Jun 18 11:51:53 -0400 2010","1"
"Fri Jun 18 12:43:46 -0400 2010","1"
"Fri Jun 18 12:10:46 -0400 2010","1"
"Fri Jun 18 12:10:47 -0400 2010","1"
"Fri Jun 18 13:30:59 -0400 2010","1"
"Fri Jun 18 12:10:48 -0400 2010","1"
"Fri Jun 18 12:34:24 -0400 2010","2"
"Fri Jun 18 11:51:57 -0400 2010","1"
"Fri Jun 18 13:02:43 -0400 2010","1"
"Fri Jun 18 11:56:41 -0400 2010","1"
"Fri Jun 18 12:15:33 -0400 2010","1"
"Fri Jun 18 13:12:09 -0400 2010","2"
"Fri Jun 18 12:39:08 -0400 2010","1"
"Fri Jun 18 12:58:01 -0400 2010","1"
"Fri Jun 18 12:25:00 -0400 2010","1"
"Fri Jun 18 12:53:18 -0400 2010","1"
"Fri Jun 18 12:15:34 -0400 2010","1"
"Fri Jun 18 12:43:52 -0400 2010","1"
"Fri Jun 18 13:40:28 -0400 2010","1"
"Fri Jun 18 12:53:19 -0400 2010","1"
"Fri Jun 18 13:40:30 -0400 2010","1"
"Fri Jun 18 12:10:53 -0400 2010","1"
"Fri Jun 18 12:58:04 -0400 2010","1"
"Fri Jun 18 13:35:49 -0400 2010","1"
"Fri Jun 18 13:31:06 -0400 2010","1"
"Fri Jun 18 12:58:05 -0400 2010","1"
"Fri Jun 18 11:56:46 -0400 2010","1"
"Fri Jun 18 13:21:40 -0400 2010","1"
"Fri Jun 18 12:20:21 -0400 2010","1"
"Fri Jun 18 13:16:57 -0400 2010","1"
"Fri Jun 18 11:47:20 -0400 2010","1"
"Fri Jun 18 12:39:13 -0400 2010","1"
"Fri Jun 18 12:06:13 -0400 2010","1"
"Fri Jun 18 12:58:06 -0400 2010","1"
"Fri Jun 18 12:15:40 -0400 2010","1"
"Fri Jun 18 12:58:07 -0400 2010","1"
"Fri Jun 18 12:58:08 -0400 2010","1"
"Fri Jun 18 12:53:25 -0400 2010","2"
"Fri Jun 18 12:39:16 -0400 2010","1"
"Fri Jun 18 13:35:52 -0400 2010","1"
"Fri Jun 18 12:58:09 -0400 2010","1"
"Fri Jun 18 11:56:50 -0400 2010","1"
"Fri Jun 18 12:48:43 -0400 2010","1"
"Fri Jun 18 12:44:00 -0400 2010","1"
"Fri Jun 18 13:21:45 -0400 2010","1"
"Fri Jun 18 12:39:18 -0400 2010","1"
"Fri Jun 18 11:52:09 -0400 2010","1"
"Fri Jun 18 12:01:36 -0400 2010","1"
"Fri Jun 18 12:58:12 -0400 2010","1"
"Fri Jun 18 13:07:38 -0400 2010","1"
"Fri Jun 18 13:31:14 -0400 2010","1"
"Fri Jun 18 12:39:21 -0400 2010","1"
"Fri Jun 18 13:02:57 -0400 2010","1"
"Fri Jun 18 12:01:38 -0400 2010","2"
"Fri Jun 18 13:40:41 -0400 2010","1"
"Fri Jun 18 12:58:15 -0400 2010","1"
"Fri Jun 18 13:40:42 -0400 2010","1"
"Fri Jun 18 12:34:42 -0400 2010","1"
"Fri Jun 18 11:56:58 -0400 2010","1"
"Fri Jun 18 12:25:16 -0400 2010","1"
"Fri Jun 18 12:48:51 -0400 2010","1"
"Fri Jun 18 13:31:19 -0400 2010","1"
"Fri Jun 18 12:30:00 -0400 2010","1"
"Fri Jun 18 11:56:59 -0400 2010","1"
"Fri Jun 18 12:39:26 -0400 2010","1"
"Fri Jun 18 12:01:43 -0400 2010","1"
"Fri Jun 18 12:58:19 -0400 2010","1"
"Fri Jun 18 13:40:46 -0400 2010","1"
"Fri Jun 18 12:39:27 -0400 2010","2"
"Fri Jun 18 12:06:26 -0400 2010","1"
"Fri Jun 18 11:57:01 -0400 2010","1"
"Fri Jun 18 12:39:29 -0400 2010","1"
"Fri Jun 18 13:36:05 -0400 2010","1"
"Fri Jun 18 13:31:24 -0400 2010","1"
"Fri Jun 18 13:12:32 -0400 2010","1"
"Fri Jun 18 13:21:59 -0400 2010","1"
"Fri Jun 18 12:53:42 -0400 2010","1"
"Fri Jun 18 12:20:41 -0400 2010","1"
"Fri Jun 18 12:53:43 -0400 2010","2"
"Fri Jun 18 12:49:00 -0400 2010","2"
"Fri Jun 18 13:03:09 -0400 2010","1"
"Fri Jun 18 13:22:02 -0400 2010","1"
"Fri Jun 18 12:20:43 -0400 2010","1"
"Fri Jun 18 13:36:11 -0400 2010","1"
"Fri Jun 18 12:53:45 -0400 2010","1"
"Fri Jun 18 12:11:18 -0400 2010","1"
"Fri Jun 18 13:26:47 -0400 2010","1"
